transaction_id,transaction_date,member_id,member_first_name,member_last_name,member_email,member_tier,member_join_date,member_city,member_state,store_name,store_city,store_state,store_region,book_id,isbn,title,genre,format,author_first,author_last,publisher_name,publisher_city,publisher_country,publication_year,list_price,quantity,discount_percent,sale_total
94,2021-01-14,234,Blake,Scott,blake.scott234@email.com,Gold,2020-04-16,Coral Gables,TX,Kepler's Books,Menlo Park,CA,Pacific,172,978-285-91885-31-7,Against All Odds Vol. 4,Biography,Paperback,Zadie,Smith,Scholastic,New York,USA,2009,29.3,1,20,23.44
95,2020-11-10,115,Tara,Jackson,tara.jackson115@email.com,Bronze,2021-08-01,Menlo Park,CA,Elliot Bay Book Co,Seattle,WA,Pacific,210,978-742-81509-47-4,Empire Rising Vol. 2,History,Audiobook,Ocean,Vuong,Hachette Book Group,New York,USA,2005,30.01,3,10,81.03
96,2022-09-07,243,Grace,Scott,grace.scott243@email.com,Gold,2016-06-18,St. Louis,CO,Left Bank Books,St. Louis,MO,Midwest,154,978-982-51033-83-6,Emberfall Vol. 2,Fantasy,Hardcover,Malcolm,Gladwell,Bloomsbury,London,UK,2019,23.82,3,0,71.46
97,2023-04-05,59,Casey,Robinson,casey.robinson59@email.com,Gold,2020-05-01,Portland,NY,The Strand,New York,NY,Northeast,116,978-754-65615-98-4,First Contact Vol. 4,Science Fiction,Audiobook,Colson,Whitehead,HarperCollins,New York,USA,2023,41.13,1,15,34.96
98,2023-08-27,175,Blake,Williams,blake.williams175@email.com,Gold,2019-06-19,San Francisco,MO,Kepler's Books,Menlo Park,CA,Pacific,1,978-242-23434-96-8,The Quiet Hours,Fiction,Hardcover,Ocean,Vuong,HarperCollins,New York,USA,2012,34.2,2,15,58.14
99,2022-12-08,268,Xander,King,xander.king268@email.com,Gold,2021-01-21,San Francisco,MA,Kepler's Books,Menlo Park,CA,Pacific,141,978-256-72163-18-1,Blood and Stone Vol. 5,Fantasy,eBook,Isabel,Allende,HarperCollins,New York,USA,2013,23.5,1,0,23.5
100,2019-10-15,85,Tara,Allen,tara.allen85@email.com,Platinum,2017-04-02,Menlo Park,CO,Elliot Bay Book Co,Seattle,WA,Pacific,230,978-591-55718-81-4,The Lost Century Vol. 6,History,Paperback,Richard,Osman,Macmillan Publishers,New York,USA,2020,32.46,3,20,77.91
101,2020-06-04,210,Hector,Brown,hector.brown210@email.com,Silver,2017-04-10,Coral Gables,NY,The Strand,New York,NY,Northeast,191,978-495-54438-33-7,Becoming More Vol. 7,Biography,eBook,Kazuo,Ishiguro,HarperCollins,New York,USA,2017,23.85,1,10,21.47
102,2020-03-17,62,Drew,Brown,drew.brown62@email.com,Silver,2018-05-10,Coral Gables,TX,Prairie Lights,Iowa City,IA,Midwest,49,978-421-96951-25-4,Dead by Dawn,Mystery,Hardcover,Ta-Nehisi,Coates,Bloomsbury,London,UK,2015,41.25,1,5,39.19
103,2023-03-31,174,Amara,Robinson,amara.robinson174@email.com,Bronze,2015-10-04,Cambridge,TX,The Strand,New York,NY,Northeast,184,978-526-34551-95-1,The Long Road Vol. 8,Biography,Hardcover,Jhumpa,Lahiri,Bloomsbury,London,UK,2012,29.89,1,5,28.4
104,2021-07-25,64,Ethan,Scott,ethan.scott64@email.com,Bronze,2022-09-24,Asheville,MO,Elliot Bay Book Co,Seattle,WA,Pacific,238,978-565-94058-79-8,Turning Points Vol. 6,History,Hardcover,Jhumpa,Lahiri,Knopf,New York,USA,2015,40.56,3,15,103.44
105,2021-10-18,259,Omar,King,omar.king259@email.com,Silver,2019-09-15,Iowa City,WA,Tattered Cover,Denver,CO,Mountain,245,978-565-89395-57-6,Your Best Self Vol. 5,Self-Help,Paperback,Lauren,Groff,Hachette Book Group,New York,USA,2020,41.54,3,0,124.62
106,2021-06-05,25,Quinn,Garcia,quinn.garcia25@email.com,Silver,2019-05-10,Cambridge,TX,Malaprop's Bookstore,Asheville,NC,South,189,978-423-50642-75-6,Becoming More Vol. 5,Biography,Paperback,Toni,Morrison,Macmillan Publishers,New York,USA,2011,10.48,3,20,25.14
107,2022-11-17,261,Zoe,Baker,zoe.baker261@email.com,Silver,2021-06-25,Denver,WA,Tattered Cover,Denver,CO,Mountain,124,978-370-80329-25-7,The Iron Crown Vol. 4,Fantasy,eBook,Mary,Oliver,Farrar Straus Giroux,New York,USA,2017,12.06,1,10,10.85
108,2021-03-04,66,Kenji,Lewis,kenji.lewis66@email.com,Platinum,2021-11-19,Menlo Park,OR,The Strand,New York,NY,Northeast,188,978-286-27675-18-7,Becoming More Vol. 4,Biography,Audiobook,Erik,Larson,Simon & Schuster,New York,USA,2020,42.34,3,15,107.97
109,2021-02-26,165,Marcus,Thomas,marcus.thomas165@email.com,Gold,2019-10-25,Denver,TX,Malaprop's Bookstore,Asheville,NC,South,156,978-546-87184-61-8,Emberfall Vol. 4,Fantasy,Hardcover,Erik,Larson,Scholastic,New York,USA,2008,23.84,3,5,67.95
110,2021-03-25,128,Sam,King,sam.king128@email.com,Bronze,2020-07-21,Coral Gables,NY,Harvard Book Store,Cambridge,MA,Northeast,235,978-766-36143-46-5,Turning Points Vol. 3,History,Audiobook,Roxane,Gay,Simon & Schuster,New York,USA,2020,31.19,2,0,62.38
111,2021-04-25,69,Victor,Jackson,victor.jackson69@email.com,Gold,2015-12-18,Austin,MO,Tattered Cover,Denver,CO,Mountain,116,978-754-65615-98-4,First Contact Vol. 4,Science Fiction,Audiobook,Colson,Whitehead,HarperCollins,New York,USA,2023,41.13,3,10,111.06
112,2023-09-23,263,Iris,Jones,iris.jones263@email.com,Gold,2015-10-31,Denver,IA,Harvard Book Store,Cambridge,MA,Northeast,227,978-822-28098-76-3,The Lost Century Vol. 3,History,Paperback,James,Patterson,Bloomsbury,London,UK,2020,22.94,3,15,58.5
113,2023-02-18,161,Victor,Garcia,victor.garcia161@email.com,Bronze,2015-10-08,Coral Gables,CA,Left Bank Books,St. Louis,MO,Midwest,221,978-923-72094-76-7,When Nations Fall Vol. 5,History,Hardcover,Andy,Weir,Bloomsbury,London,UK,2009,10.53,3,10,28.44
114,2022-07-02,103,Omar,Scott,omar.scott103@email.com,Platinum,2017-04-27,Menlo Park,WA,BookPeople,Austin,TX,South,56,978-968-25906-68-2,Dead by Dawn Vol. 8,Mystery,Audiobook,Delia,Owens,Simon & Schuster,New York,USA,2012,10.7,2,15,18.2
115,2019-09-29,177,Carlos,Walker,carlos.walker177@email.com,Silver,2021-01-06,Cambridge,NY,The Booksmith,San Francisco,CA,Pacific,176,978-205-77621-25-4,Against All Odds Vol. 8,Biography,Hardcover,Mary,Oliver,Macmillan Publishers,New York,USA,2016,30.79,3,15,78.51
116,2022-01-16,92,Ethan,Allen,ethan.allen92@email.com,Platinum,2019-09-30,New York,WA,Malaprop's Bookstore,Asheville,NC,South,250,978-122-61897-42-0,The Habit Code Vol. 2,Self-Help,Audiobook,Toni,Morrison,Farrar Straus Giroux,New York,USA,2014,31.86,3,15,81.24
117,2022-02-25,60,Victor,Moore,victor.moore60@email.com,Bronze,2021-02-02,Denver,CA,Kepler's Books,Menlo Park,CA,Pacific,83,978-399-26551-91-7,Orbit Zero Vol. 3,Science Fiction,Paperback,Stephen,King,Farrar Straus Giroux,New York,USA,2006,18.32,3,5,52.2
118,2023-03-12,214,Zoe,Hall,zoe.hall214@email.com,Bronze,2018-05-31,Austin,CA,The Booksmith,San Francisco,CA,Pacific,147,978-864-79531-37-6,The Last Mage Vol. 3,Fantasy,Audiobook,Mary,Oliver,Simon & Schuster,New York,USA,2005,11.36,3,20,27.27
119,2021-12-06,217,Amara,Jackson,amara.jackson217@email.com,Silver,2020-01-27,New York,WA,Powell's Books,Portland,OR,Pacific,74,978-576-67091-85-4,Shadows Remain Vol. 2,Mystery,eBook,Colson,Whitehead,Farrar Straus Giroux,New York,USA,2022,29.93,1,0,29.93
120,2022-10-04,75,Carlos,Thomas,carlos.thomas75@email.com,Bronze,2021-03-20,Coral Gables,FL,Powell's Books,Portland,OR,Pacific,98,978-944-10150-94-8,Signal Lost Vol. 2,Science Fiction,Hardcover,Kazuo,Ishiguro,Scholastic,New York,USA,2017,41.98,1,0,41.98
121,2022-10-31,83,Marcus,Anderson,marcus.anderson83@email.com,Platinum,2021-12-15,Menlo Park,WA,Harvard Book Store,Cambridge,MA,Northeast,69,978-271-89415-87-1,The Cold Case Vol. 5,Mystery,Paperback,Zadie,Smith,HarperCollins,New York,USA,2013,24.8,1,0,24.8
122,2023-05-26,32,Wren,Davis,wren.davis32@email.com,Silver,2019-06-13,Asheville,CA,Left Bank Books,St. Louis,MO,Midwest,215,978-578-75373-49-7,Empire Rising Vol. 7,History,Paperback,Isabel,Allende,Scholastic,New York,USA,2020,34.94,1,0,34.94
123,2021-01-04,278,Sam,Williams,sam.williams278@email.com,Bronze,2016-09-11,New York,CA,Powell's Books,Portland,OR,Pacific,193,978-181-52981-94-4,In Their Own Words,Biography,Paperback,Donna,Tartt,Knopf,New York,USA,2015,27.54,2,20,44.06
124,2023-03-01,288,Marcus,Young,marcus.young288@email.com,Gold,2018-08-28,Asheville,WA,BookPeople,Austin,TX,South,27,978-516-73653-71-3,The Glass Garden Vol. 3,Fiction,Hardcover,Ocean,Vuong,Farrar Straus Giroux,New York,USA,2012,41.94,3,15,106.95
125,2023-05-26,122,Priya,Taylor,priya.taylor122@email.com,Silver,2016-07-28,Menlo Park,WA,Malaprop's Bookstore,Asheville,NC,South,100,978-548-73532-25-0,Signal Lost Vol. 4,Science Fiction,Paperback,Richard,Osman,Penguin Random House,New York,USA,2009,18.07,3,20,43.38
126,2021-03-04,25,Quinn,Garcia,quinn.garcia25@email.com,Silver,2019-05-10,Cambridge,TX,Prairie Lights,Iowa City,IA,Midwest,74,978-576-67091-85-4,Shadows Remain Vol. 2,Mystery,eBook,Colson,Whitehead,Farrar Straus Giroux,New York,USA,2022,29.93,3,5,85.29
127,2019-01-27,283,Casey,Thompson,casey.thompson283@email.com,Silver,2021-05-29,New York,WA,Powell's Books,Portland,OR,Pacific,81,978-296-38361-71-4,Orbit Zero,Science Fiction,eBook,Isabel,Allende,Hachette Book Group,New York,USA,2022,13.05,2,15,22.18
128,2022-07-21,227,Blake,Lewis,blake.lewis227@email.com,Silver,2021-12-11,San Francisco,MA,BookPeople,Austin,TX,South,52,978-584-32241-94-1,Dead by Dawn Vol. 4,Mystery,Audiobook,Lauren,Groff,Scholastic,New York,USA,2011,24.01,3,15,61.23
129,2022-01-24,189,Iris,Wright,iris.wright189@email.com,Bronze,2016-02-26,Austin,MO,Books & Books,Coral Gables,FL,South,166,978-153-92691-92-5,A Life Remembered Vol. 6,Biography,eBook,Ta-Nehisi,Coates,Scholastic,New York,USA,2015,22.16,3,15,56.52
130,2021-07-08,100,Marcus,Harris,marcus.harris100@email.com,Silver,2022-08-15,Menlo Park,OR,Harvard Book Store,Cambridge,MA,Northeast,51,978-393-37549-65-9,Dead by Dawn Vol. 3,Mystery,eBook,Zadie,Smith,Simon & Schuster,New York,USA,2005,22.8,3,0,68.4
131,2023-02-14,96,Victor,Hall,victor.hall96@email.com,Silver,2018-12-25,San Francisco,FL,Tattered Cover,Denver,CO,Mountain,20,978-353-39451-18-5,A Thousand Tomorrows Vol. 4,Fiction,Audiobook,Zadie,Smith,Scholastic,New York,USA,2019,39.58,1,10,35.62
132,2020-07-25,21,Victor,Jackson,victor.jackson21@email.com,Gold,2020-11-18,St. Louis,IA,Prairie Lights,Iowa City,IA,Midwest,97,978-137-69614-21-5,Signal Lost,Science Fiction,eBook,David,Sedaris,Vintage Books,New York,USA,2017,31.52,2,10,56.74
133,2023-09-29,83,Marcus,Anderson,marcus.anderson83@email.com,Platinum,2021-12-15,Menlo Park,WA,Books & Books,Coral Gables,FL,South,34,978-371-27361-54-1,Edge of Home Vol. 2,Fiction,Hardcover,Stephen,King,Vintage Books,New York,USA,2011,11.48,1,0,11.48
134,2019-11-14,239,Wren,Allen,wren.allen239@email.com,Silver,2018-12-11,Coral Gables,TX,Left Bank Books,St. Louis,MO,Midwest,85,978-802-17026-29-2,Orbit Zero Vol. 5,Science Fiction,Audiobook,Celeste,Ng,HarperCollins,New York,USA,2023,25.71,1,0,25.71
135,2019-04-15,166,Iris,Walker,iris.walker166@email.com,Silver,2015-12-12,Asheville,FL,Books & Books,Coral Gables,FL,South,238,978-565-94058-79-8,Turning Points Vol. 6,History,Hardcover,Jhumpa,Lahiri,Knopf,New York,USA,2015,40.56,3,20,97.35
136,2023-06-06,155,Carlos,Allen,carlos.allen155@email.com,Bronze,2016-01-25,Austin,WA,Elliot Bay Book Co,Seattle,WA,Pacific,158,978-844-94599-28-3,Emberfall Vol. 6,Fantasy,Paperback,Ocean,Vuong,HarperCollins,New York,USA,2016,39.79,3,10,107.43
137,2020-10-12,38,Sam,King,sam.king38@email.com,Gold,2019-09-07,Denver,TX,Left Bank Books,St. Louis,MO,Midwest,92,978-549-26299-69-4,The Outer Reaches Vol. 4,Science Fiction,eBook,Toni,Morrison,Simon & Schuster,New York,USA,2023,29.22,1,10,26.3
138,2019-05-20,95,Zoe,Thomas,zoe.thomas95@email.com,Bronze,2022-11-13,New York,TX,Malaprop's Bookstore,Asheville,NC,South,245,978-565-89395-57-6,Your Best Self Vol. 5,Self-Help,Paperback,Lauren,Groff,Hachette Book Group,New York,USA,2020,41.54,3,20,99.69
139,2022-01-04,213,James,Harris,james.harris213@email.com,Bronze,2017-12-21,New York,CO,Malaprop's Bookstore,Asheville,NC,South,41,978-782-23473-55-8,The Last Clue,Mystery,Hardcover,Jhumpa,Lahiri,Scholastic,New York,USA,2011,39.55,1,5,37.57
140,2022-09-20,114,Victor,Baker,victor.baker114@email.com,Gold,2020-06-27,Coral Gables,IA,BookPeople,Austin,TX,South,90,978-172-40595-43-9,The Outer Reaches Vol. 2,Science Fiction,Hardcover,N.K.,Jemisin,Macmillan Publishers,New York,USA,2014,16.86,2,0,33.72
141,2023-03-22,151,Drew,Garcia,drew.garcia151@email.com,Gold,2022-04-16,Denver,MA,BookPeople,Austin,TX,South,93,978-182-88385-15-6,The Outer Reaches Vol. 5,Science Fiction,eBook,David,Sedaris,Bloomsbury,London,UK,2020,26.01,3,10,70.23
142,2019-01-19,288,Marcus,Young,marcus.young288@email.com,Gold,2018-08-28,Asheville,WA,The Booksmith,San Francisco,CA,Pacific,122,978-363-73156-47-5,The Iron Crown Vol. 2,Fantasy,eBook,Michelle,Obama,Simon & Schuster,New York,USA,2013,27.04,3,0,81.12
143,2022-08-08,229,Iris,Jackson,iris.jackson229@email.com,Platinum,2016-07-16,Austin,CA,BookPeople,Austin,TX,South,89,978-518-69048-98-9,The Outer Reaches,Science Fiction,Paperback,Colson,Whitehead,Hachette Book Group,New York,USA,2010,27.76,3,10,74.94
144,2020-10-19,21,Victor,Jackson,victor.jackson21@email.com,Gold,2020-11-18,St. Louis,IA,The Booksmith,San Francisco,CA,Pacific,63,978-597-13804-59-5,No Trace Found Vol. 7,Mystery,Paperback,Isabel,Allende,Farrar Straus Giroux,New York,USA,2013,25.59,1,5,24.31
145,2023-01-22,132,Omar,Moore,omar.moore132@email.com,Bronze,2018-11-28,Seattle,NY,Malaprop's Bookstore,Asheville,NC,South,99,978-874-75338-90-7,Signal Lost Vol. 3,Science Fiction,Hardcover,Patrick,Rothfuss,Bloomsbury,London,UK,2016,15.37,1,0,15.37
146,2021-11-19,265,Tara,Martin,tara.martin265@email.com,Bronze,2022-11-25,Iowa City,CA,Kepler's Books,Menlo Park,CA,Pacific,234,978-202-99285-27-0,Turning Points Vol. 2,History,Hardcover,Delia,Owens,Hachette Book Group,New York,USA,2015,12.4,3,20,29.76
147,2020-08-30,250,Sam,Green,sam.green250@email.com,Platinum,2016-12-19,Cambridge,MO,Powell's Books,Portland,OR,Pacific,115,978-923-70981-46-8,First Contact Vol. 3,Science Fiction,Audiobook,Ocean,Vuong,Macmillan Publishers,New York,USA,2005,17.67,1,15,15.02
148,2019-07-16,264,Fatima,King,fatima.king264@email.com,Bronze,2015-11-04,Menlo Park,FL,The Strand,New York,NY,Northeast,83,978-399-26551-91-7,Orbit Zero Vol. 3,Science Fiction,Paperback,Stephen,King,Farrar Straus Giroux,New York,USA,2006,18.32,3,0,54.96
149,2019-05-15,4,Xander,Walker,xander.walker4@email.com,Gold,2019-09-18,Iowa City,WA,The Booksmith,San Francisco,CA,Pacific,137,978-802-24150-72-7,Blood and Stone,Fantasy,Hardcover,Patrick,Rothfuss,Penguin Random House,New York,USA,2017,42.94,3,0,128.82
150,2021-05-18,110,Xander,Lewis,xander.lewis110@email.com,Platinum,2017-03-19,Coral Gables,IA,The Booksmith,San Francisco,CA,Pacific,162,978-951-47627-19-1,A Life Remembered Vol. 2,Biography,Audiobook,Malcolm,Gladwell,Macmillan Publishers,New York,USA,2006,24.36,1,20,19.49
151,2023-12-05,276,Casey,Jackson,casey.jackson276@email.com,Silver,2019-02-22,Seattle,OR,Left Bank Books,St. Louis,MO,Midwest,53,978-330-36100-28-0,Dead by Dawn Vol. 5,Mystery,eBook,Jhumpa,Lahiri,Farrar Straus Giroux,New York,USA,2012,12.17,2,15,20.68
152,2022-11-06,37,Xander,Garcia,xander.garcia37@email.com,Gold,2015-03-08,Asheville,FL,Left Bank Books,St. Louis,MO,Midwest,166,978-153-92691-92-5,A Life Remembered Vol. 6,Biography,eBook,Ta-Nehisi,Coates,Scholastic,New York,USA,2015,22.16,1,0,22.16
153,2019-06-29,170,Blake,Scott,blake.scott170@email.com,Platinum,2017-09-07,Iowa City,NY,Powell's Books,Portland,OR,Pacific,118,978-108-84177-97-0,First Contact Vol. 6,Science Fiction,eBook,Anthony,Doerr,Macmillan Publishers,New York,USA,2017,9.74,1,0,9.74
154,2019-05-25,129,Iris,Wright,iris.wright129@email.com,Gold,2021-02-02,Asheville,OR,Malaprop's Bookstore,Asheville,NC,South,46,978-282-86099-43-0,The Last Clue Vol. 6,Mystery,eBook,Gillian,Flynn,Farrar Straus Giroux,New York,USA,2008,40.92,1,10,36.83
155,2021-03-05,133,Yara,Scott,yara.scott133@email.com,Silver,2017-08-28,St. Louis,FL,Prairie Lights,Iowa City,IA,Midwest,234,978-202-99285-27-0,Turning Points Vol. 2,History,Hardcover,Delia,Owens,Hachette Book Group,New York,USA,2015,12.4,3,5,35.34
156,2019-02-04,222,Casey,Walker,casey.walker222@email.com,Silver,2019-12-22,New York,CA,Kepler's Books,Menlo Park,CA,Pacific,104,978-906-76550-44-0,Signal Lost Vol. 8,Science Fiction,Hardcover,Isabel,Allende,Simon & Schuster,New York,USA,2018,18.38,3,5,52.38
157,2022-08-06,274,James,Scott,james.scott274@email.com,Platinum,2019-06-17,Seattle,CA,Powell's Books,Portland,OR,Pacific,31,978-513-25713-82-3,The Glass Garden Vol. 7,Fiction,Paperback,Andy,Weir,HarperCollins,New York,USA,2007,11.32,3,15,28.86
158,2022-12-06,300,Alex,Williams,alex.williams300@email.com,Silver,2020-10-11,New York,MA,Powell's Books,Portland,OR,Pacific,17,978-345-17592-40-9,A Thousand Tomorrows,Fiction,Hardcover,Chimamanda,Adichie,Vintage Books,New York,USA,2016,12.79,1,20,10.23
159,2020-08-16,258,Zoe,Jones,zoe.jones258@email.com,Bronze,2023-01-29,Portland,IA,The Strand,New York,NY,Northeast,92,978-549-26299-69-4,The Outer Reaches Vol. 4,Science Fiction,eBook,Toni,Morrison,Simon & Schuster,New York,USA,2023,29.22,3,20,70.14
160,2023-04-17,45,Ethan,Green,ethan.green45@email.com,Silver,2022-01-27,New York,MO,Harvard Book Store,Cambridge,MA,Northeast,78,978-911-12260-21-4,Shadows Remain Vol. 6,Mystery,Audiobook,Roxane,Gay,Hachette Book Group,New York,USA,2020,30.95,2,5,58.8
161,2019-11-17,16,Hector,Green,hector.green16@email.com,Gold,2023-03-16,Coral Gables,FL,Elliot Bay Book Co,Seattle,WA,Pacific,102,978-833-48254-75-4,Signal Lost Vol. 6,Science Fiction,Audiobook,Delia,Owens,HarperCollins,New York,USA,2009,41.19,1,10,37.07
162,2020-08-27,201,Uma,Green,uma.green201@email.com,Bronze,2022-10-11,Menlo Park,OR,Malaprop's Bookstore,Asheville,NC,South,35,978-820-49651-88-8,Edge of Home Vol. 3,Fiction,eBook,Haruki,Murakami,Hachette Book Group,New York,USA,2019,18.68,1,15,15.88
163,2022-02-07,192,Rosa,Scott,rosa.scott192@email.com,Platinum,2023-01-03,Austin,CA,Powell's Books,Portland,OR,Pacific,77,978-187-41635-62-7,Shadows Remain Vol. 5,Mystery,eBook,Chimamanda,Adichie,Macmillan Publishers,New York,USA,2021,27.89,3,20,66.93
164,2019-01-11,64,Ethan,Scott,ethan.scott64@email.com,Bronze,2022-09-24,Asheville,MO,Powell's Books,Portland,OR,Pacific,37,978-803-93130-43-8,Edge of Home Vol. 5,Fiction,eBook,James,Patterson,Macmillan Publishers,New York,USA,2015,29.55,3,10,79.77
165,2019-06-24,276,Casey,Jackson,casey.jackson276@email.com,Silver,2019-02-22,Seattle,OR,Malaprop's Bookstore,Asheville,NC,South,101,978-114-82384-62-1,Signal Lost Vol. 5,Science Fiction,Paperback,Ocean,Vuong,Knopf,New York,USA,2014,33.12,1,0,33.12
166,2021-04-25,177,Carlos,Walker,carlos.walker177@email.com,Silver,2021-01-06,Cambridge,NY,BookPeople,Austin,TX,South,192,978-920-20828-64-1,Becoming More Vol. 8,Biography,eBook,David,Sedaris,Vintage Books,New York,USA,2021,40.42,3,15,103.08
167,2020-03-28,83,Marcus,Anderson,marcus.anderson83@email.com,Platinum,2021-12-15,Menlo Park,WA,Tattered Cover,Denver,CO,Mountain,37,978-803-93130-43-8,Edge of Home Vol. 5,Fiction,eBook,James,Patterson,Macmillan Publishers,New York,USA,2015,29.55,2,10,53.18
168,2022-10-06,59,Casey,Robinson,casey.robinson59@email.com,Gold,2020-05-01,Portland,NY,Tattered Cover,Denver,CO,Mountain,50,978-230-35144-63-6,Dead by Dawn Vol. 2,Mystery,Audiobook,Andy,Weir,Macmillan Publishers,New York,USA,2014,20.08,3,20,48.18
169,2021-08-02,28,Victor,Lewis,victor.lewis28@email.com,Bronze,2021-10-05,New York,TX,Malaprop's Bookstore,Asheville,NC,South,219,978-386-91689-97-9,When Nations Fall Vol. 3,History,Hardcover,Roxane,Gay,Macmillan Publishers,New York,USA,2019,22.13,3,15,56.43
170,2019-05-18,149,Uma,Scott,uma.scott149@email.com,Bronze,2020-02-26,New York,CO,The Booksmith,San Francisco,CA,Pacific,19,978-652-36365-49-6,A Thousand Tomorrows Vol. 3,Fiction,eBook,Roxane,Gay,Simon & Schuster,New York,USA,2018,26.93,1,0,26.93
171,2020-11-08,298,Nadia,Lewis,nadia.lewis298@email.com,Bronze,2022-03-29,Austin,WA,Elliot Bay Book Co,Seattle,WA,Pacific,51,978-393-37549-65-9,Dead by Dawn Vol. 3,Mystery,eBook,Zadie,Smith,Simon & Schuster,New York,USA,2005,22.8,1,0,22.8
172,2020-08-06,121,Uma,Young,uma.young121@email.com,Silver,2022-10-11,Asheville,CO,The Strand,New York,NY,Northeast,172,978-285-91885-31-7,Against All Odds Vol. 4,Biography,Paperback,Zadie,Smith,Scholastic,New York,USA,2009,29.3,1,10,26.37
173,2021-09-22,100,Marcus,Harris,marcus.harris100@email.com,Silver,2022-08-15,Menlo Park,OR,Kepler's Books,Menlo Park,CA,Pacific,231,978-453-29198-47-0,The Lost Century Vol. 7,History,Audiobook,Jhumpa,Lahiri,HarperCollins,New York,USA,2017,39.45,2,5,74.96
174,2022-04-11,157,Omar,Johnson,omar.johnson157@email.com,Gold,2015-02-03,New York,IA,Left Bank Books,St. Louis,MO,Midwest,158,978-844-94599-28-3,Emberfall Vol. 6,Fantasy,Paperback,Ocean,Vuong,HarperCollins,New York,USA,2016,39.79,3,0,119.37
175,2021-05-27,187,Sam,Walker,sam.walker187@email.com,Platinum,2015-11-12,Seattle,NC,Kepler's Books,Menlo Park,CA,Pacific,146,978-447-56009-10-2,The Last Mage Vol. 2,Fantasy,eBook,Stephen,King,Knopf,New York,USA,2013,9.97,1,0,9.97
176,2022-12-29,127,Iris,Wilson,iris.wilson127@email.com,Gold,2021-01-11,Denver,WA,BookPeople,Austin,TX,South,81,978-296-38361-71-4,Orbit Zero,Science Fiction,eBook,Isabel,Allende,Hachette Book Group,New York,USA,2022,13.05,3,15,33.27
177,2019-10-03,142,Carlos,Walker,carlos.walker142@email.com,Platinum,2016-01-17,Asheville,MO,Kepler's Books,Menlo Park,CA,Pacific,112,978-147-52516-17-4,Nova Protocol Vol. 8,Science Fiction,Hardcover,Donna,Tartt,HarperCollins,New York,USA,2014,24.08,3,15,61.41
178,2021-07-01,246,Carlos,Thomas,carlos.thomas246@email.com,Platinum,2022-11-25,Coral Gables,NY,Elliot Bay Book Co,Seattle,WA,Pacific,85,978-802-17026-29-2,Orbit Zero Vol. 5,Science Fiction,Audiobook,Celeste,Ng,HarperCollins,New York,USA,2023,25.71,2,0,51.42
179,2019-12-26,283,Casey,Thompson,casey.thompson283@email.com,Silver,2021-05-29,New York,WA,The Strand,New York,NY,Northeast,125,978-791-40647-70-0,The Iron Crown Vol. 5,Fantasy,Audiobook,Ta-Nehisi,Coates,Macmillan Publishers,New York,USA,2016,36.95,3,15,94.23
